"id","parent_id","name","description","source_id"
"5369","null","Residential and Commercial","Imported by CPR loader","1"
"5370","null","Social development","Imported by CPR loader","1"
"5371","null","Transportation","Imported by CPR loader","1"
"5372","null","Water","Imported by CPR loader","1"
"5373","null","Agriculture","Imported by CPR loader","1"
"5374","null","Environment","Imported by CPR loader","1"
"5375","null","LULUCF","Imported by CPR loader","1"
"5376","null","Water","Imported by CPR loader","1"
"5377","null","Buildings","Imported by CPR loader","1"
"5378","null","Energy","Imported by CPR loader","1"
"5379","null","Industry","Imported by CPR loader","1"
"5380","null","Transportation","Imported by CPR loader","1"
"5381","null","Energy","Imported by CPR loader","1"
"5382","null","Transportation","Imported by CPR loader","1"
"5383","null","Economy-wide","Imported by CPR loader","1"
"5384","null","Energy","Imported by CPR loader","1"
"5385","null","Energy","Imported by CPR loader","1"
"5386","null","Transportation","Imported by CPR loader","1"
"5387","null","Economy-wide","Imported by CPR loader","1"
"5388","null","Energy","Imported by CPR loader","1"
"5389","null","Environment","Imported by CPR loader","1"
"5390","null","Transportation","Imported by CPR loader","1"
"5391","null","Urban","Imported by CPR loader","1"
"5392","null","Water","Imported by CPR loader","1"
"5393","null","Economy-wide","Imported by CPR loader","1"
"5394","null","Energy","Imported by CPR loader","1"
"5395","null","Residential and Commercial","Imported by CPR loader","1"
"5396","null","Transportation","Imported by CPR loader","1"
"5397","null","Agriculture","Imported by CPR loader","1"
"5398","null","Energy","Imported by CPR loader","1"
"5399","null","Health","Imported by CPR loader","1"
"5400","null","LULUCF","Imported by CPR loader","1"
"5401","null","Residential and Commercial","Imported by CPR loader","1"
"5410","null","Energy","Imported by CPR loader","1"
"5426","null","Energy","Imported by CPR loader","1"
"5427","null","LULUCF","Imported by CPR loader","1"
"5428","null","Residential and Commercial","Imported by CPR loader","1"
"5429","null","Transportation","Imported by CPR loader","1"
"5435","null","Energy","Imported by CPR loader","1"
"5436","null","Industry","Imported by CPR loader","1"
"5437","null","Residential and Commercial","Imported by CPR loader","1"
"5438","null","Transportation","Imported by CPR loader","1"
"5443","null","Energy","Imported by CPR loader","1"
"5449","null","Agriculture","Imported by CPR loader","1"
"5450","null","Energy","Imported by CPR loader","1"
"5451","null","LULUCF","Imported by CPR loader","1"
"5452","null","Residential and Commercial","Imported by CPR loader","1"
"5453","null","Transportation","Imported by CPR loader","1"
"5461","null","Economy-wide","Imported by CPR loader","1"
"5462","null","Health","Imported by CPR loader","1"
"5463","null","Transportation","Imported by CPR loader","1"
"5471","null","Environment","Imported by CPR loader","1"
"5472","null","LULUCF","Imported by CPR loader","1"
"5481","null","Energy","Imported by CPR loader","1"
"5482","null","LULUCF","Imported by CPR loader","1"
"5483","null","Waste","Imported by CPR loader","1"
"5491","null","Transportation","Imported by CPR loader","1"
"5506","null","Transportation","Imported by CPR loader","1"
"5514","null","Agriculture","Imported by CPR loader","1"
"5515","null","Buildings","Imported by CPR loader","1"
"5516","null","Energy","Imported by CPR loader","1"
"5517","null","Transportation","Imported by CPR loader","1"
"5518","null","Waste","Imported by CPR loader","1"
"5531","null","Agriculture","Imported by CPR loader","1"
"5532","null","Energy","Imported by CPR loader","1"
"5540","null","Environment","Imported by CPR loader","1"
"5541","null","LULUCF","Imported by CPR loader","1"
"5542","null","Transportation","Imported by CPR loader","1"
"5547","null","Energy","Imported by CPR loader","1"
"5548","null","Residential and Commercial","Imported by CPR loader","1"
"5555","null","Economy-wide","Imported by CPR loader","1"
"5567","null","Energy","Imported by CPR loader","1"
"5574","null","Energy","Imported by CPR loader","1"
"5592","null","Energy","Imported by CPR loader","1"
"5618","null","Energy","Imported by CPR loader","1"
"5619","null","Residential and Commercial","Imported by CPR loader","1"
"5620","null","Transportation","Imported by CPR loader","1"
"5638","null","Economy-wide","Imported by CPR loader","1"
"5657","null","Energy","Imported by CPR loader","1"
"5658","null","Residential and Commercial","Imported by CPR loader","1"
"5659","null","Transportation","Imported by CPR loader","1"
"5660","null","Waste","Imported by CPR loader","1"
"5686","null","Economy-wide","Imported by CPR loader","1"
"5687","null","Energy","Imported by CPR loader","1"
"5712","null","Energy","Imported by CPR loader","1"
"5402","null","Energy","Imported by CPR loader","1"
"5403","null","Residential and Commercial","Imported by CPR loader","1"
"5411","null","Agriculture","Imported by CPR loader","1"
"5412","null","Economy-wide","Imported by CPR loader","1"
"5414","null","Health","Imported by CPR loader","1"
"5415","null","Industry","Imported by CPR loader","1"
"5416","null","LULUCF","Imported by CPR loader","1"
"5417","null","Residential and Commercial","Imported by CPR loader","1"
"5418","null","Tourism","Imported by CPR loader","1"
"5419","null","Transportation","Imported by CPR loader","1"
"5420","null","Waste","Imported by CPR loader","1"
"5421","null","Water","Imported by CPR loader","1"
"5430","null","Energy","Imported by CPR loader","1"
"5431","null","Waste","Imported by CPR loader","1"
"5432","null","Water","Imported by CPR loader","1"
"5439","null","Agriculture","Imported by CPR loader","1"
"5444","null","Industry","Imported by CPR loader","1"
"5445","null","Transportation","Imported by CPR loader","1"
"5454","null","Energy","Imported by CPR loader","1"
"5455","null","Industry","Imported by CPR loader","1"
"5456","null","Transportation","Imported by CPR loader","1"
"5464","null","Economy-wide","Imported by CPR loader","1"
"5473","null","Energy","Imported by CPR loader","1"
"5474","null","Transportation","Imported by CPR loader","1"
"5484","null","Energy","Imported by CPR loader","1"
"5485","null","Water","Imported by CPR loader","1"
"5492","null","LULUCF","Imported by CPR loader","1"
"5493","null","Residential and Commercial","Imported by CPR loader","1"
"5507","null","Energy","Imported by CPR loader","1"
"5508","null","Transportation","Imported by CPR loader","1"
"5519","null","Energy","Imported by CPR loader","1"
"5520","null","Transportation","Imported by CPR loader","1"
"5526","null","Transportation","Imported by CPR loader","1"
"5533","null","LULUCF","Imported by CPR loader","1"
"5534","null","Transportation","Imported by CPR loader","1"
"5543","null","Energy","Imported by CPR loader","1"
"5556","null","Energy","Imported by CPR loader","1"
"5557","null","Transportation","Imported by CPR loader","1"
"5575","null","Transportation","Imported by CPR loader","1"
"5593","null","Agriculture","Imported by CPR loader","1"
"5594","null","Buildings","Imported by CPR loader","1"
"5595","null","Economy-wide","Imported by CPR loader","1"
"5596","null","Energy","Imported by CPR loader","1"
"5597","null","Health","Imported by CPR loader","1"
"5598","null","Transportation","Imported by CPR loader","1"
"5599","null","Waste","Imported by CPR loader","1"
"5621","null","Economy-wide","Imported by CPR loader","1"
"5622","null","LULUCF","Imported by CPR loader","1"
"5639","null","Energy","Imported by CPR loader","1"
"5640","null","Residential and Commercial","Imported by CPR loader","1"
"5661","null","Energy","Imported by CPR loader","1"
"5662","null","Waste","Imported by CPR loader","1"
"5688","null","Transportation","Imported by CPR loader","1"
"5713","null","Energy","Imported by CPR loader","1"
"5404","null","Social development","Imported by CPR loader","1"
"5422","null","Energy","Imported by CPR loader","1"
"5423","null","Residential and Commercial","Imported by CPR loader","1"
"5433","null","Energy","Imported by CPR loader","1"
"5440","null","Transportation","Imported by CPR loader","1"
"5446","null","Energy","Imported by CPR loader","1"
"5457","null","Economy-wide","Imported by CPR loader","1"
"5465","null","Energy","Imported by CPR loader","1"
"5466","null","Industry","Imported by CPR loader","1"
"5467","null","Water","Imported by CPR loader","1"
"5486","null","Energy","Imported by CPR loader","1"
"5494","null","Agriculture","Imported by CPR loader","1"
"5495","null","Water","Imported by CPR loader","1"
"5509","null","Energy","Imported by CPR loader","1"
"5521","null","Economy-wide","Imported by CPR loader","1"
"5527","null","Buildings","Imported by CPR loader","1"
"5528","null","Energy","Imported by CPR loader","1"
"5535","null","Energy","Imported by CPR loader","1"
"5544","null","Economy-wide","Imported by CPR loader","1"
"5549","null","Economy-wide","Imported by CPR loader","1"
"5558","null","Energy","Imported by CPR loader","1"
"5559","null","Residential and Commercial","Imported by CPR loader","1"
"5560","null","Transportation","Imported by CPR loader","1"
"5568","null","Economy-wide","Imported by CPR loader","1"
"5569","null","Energy","Imported by CPR loader","1"
"5570","null","LULUCF","Imported by CPR loader","1"
"5571","null","Transportation","Imported by CPR loader","1"
"5576","null","Agriculture","Imported by CPR loader","1"
"5577","null","Buildings","Imported by CPR loader","1"
"5578","null","Economy-wide","Imported by CPR loader","1"
"5579","null","Energy","Imported by CPR loader","1"
"5580","null","Health","Imported by CPR loader","1"
"5581","null","Tourism","Imported by CPR loader","1"
"5582","null","Transportation","Imported by CPR loader","1"
"5583","null","Urban","Imported by CPR loader","1"
"5584","null","Waste","Imported by CPR loader","1"
"5585","null","Water","Imported by CPR loader","1"
"5600","null","Agriculture","Imported by CPR loader","1"
"5601","null","Economy-wide","Imported by CPR loader","1"
"5602","null","Energy","Imported by CPR loader","1"
"5603","null","Health","Imported by CPR loader","1"
"5604","null","Transportation","Imported by CPR loader","1"
"5605","null","Waste","Imported by CPR loader","1"
"5641","null","Transportation","Imported by CPR loader","1"
"5663","null","Agriculture","Imported by CPR loader","1"
"5664","null","Buildings","Imported by CPR loader","1"
"5665","null","Economy-wide","Imported by CPR loader","1"
"5666","null","Energy","Imported by CPR loader","1"
"5667","null","Health","Imported by CPR loader","1"
"5668","null","Transportation","Imported by CPR loader","1"
"5689","null","Agriculture","Imported by CPR loader","1"
"5690","null","Buildings","Imported by CPR loader","1"
"5691","null","Health","Imported by CPR loader","1"
"5692","null","Public Sector","Imported by CPR loader","1"
"5693","null","Transportation","Imported by CPR loader","1"
"5694","null","Waste","Imported by CPR loader","1"
"5405","null","Agriculture","Imported by CPR loader","1"
"5424","null","Energy","Imported by CPR loader","1"
"5434","null","Transportation","Imported by CPR loader","1"
"5441","null","Transportation","Imported by CPR loader","1"
"5447","null","Energy","Imported by CPR loader","1"
"5458","null","Energy","Imported by CPR loader","1"
"5459","null","Industry","Imported by CPR loader","1"
"5468","null","Energy","Imported by CPR loader","1"
"5475","null","Energy","Imported by CPR loader","1"
"5476","null","Environment","Imported by CPR loader","1"
"5477","null","LULUCF","Imported by CPR loader","1"
"5478","null","Transportation","Imported by CPR loader","1"
"5487","null","Health","Imported by CPR loader","1"
"5488","null","Waste","Imported by CPR loader","1"
"5489","null","Water","Imported by CPR loader","1"
"5496","null","Industry","Imported by CPR loader","1"
"5510","null","Economy-wide","Imported by CPR loader","1"
"5511","null","Transportation","Imported by CPR loader","1"
"5512","null","Waste","Imported by CPR loader","1"
"5522","null","Coastal zones","Imported by CPR loader","1"
"5523","null","Residential and Commercial","Imported by CPR loader","1"
"5524","null","Water","Imported by CPR loader","1"
"5536","null","Energy","Imported by CPR loader","1"
"5537","null","Residential and Commercial","Imported by CPR loader","1"
"5538","null","Transportation","Imported by CPR loader","1"
"5545","null","Economy-wide","Imported by CPR loader","1"
